,index,Season,Week,Include,Team 1,Team 2,Spread Open,O/U Open,Open Favorite,Spread Close,O/U Close,Close Favorite,Spread Consensus Team 1,Spread Consensus Team 2,Over Consensus,Under Consensus,Moneyline Consensus Team 1,Moneyline Consensus Team 2,Game ID 1,Game ID 2
599,1198,2018,15,True,Seattle,SanFrancisco,,,Team 1,-4.0,44.0,Team 1,66%,34%,59%,41%,64%,36%,201815SeattleSanFrancisco,201815SanFranciscoSeattle
600,1200,2018,15,True,NewEngland,Pittsburgh,-1.5,49.5,Team 1,-2.5,55.0,Team 1,70%,30%,67%,33%,61%,39%,201815NewEnglandPittsburgh,201815PittsburghNewEngland
601,1202,2018,15,True,Philadelphia,LARams,-9.5,54.0,Team 2,-13.5,52.5,Team 2,46%,54%,75%,25%,45%,55%,201815PhiladelphiaLARams,201815LARamsPhiladelphia
602,1204,2018,15,True,NewOrleans,Carolina,-7.0,54.0,Team 1,-6.0,50.5,Team 1,60%,40%,69%,31%,36%,64%,201815NewOrleansCarolina,201815CarolinaNewOrleans
603,1206,2018,16,True,Washington,Tennessee,-10.0,37.0,Team 2,-11.0,38.0,Team 2,41%,59%,49%,51%,47%,53%,201816WashingtonTennessee,201816TennesseeWashington
604,1208,2018,16,True,Baltimore,LAChargers,-5.5,45.0,Team 2,-4.0,42.5,Team 2,30%,70%,43%,57%,32%,68%,201816BaltimoreLAChargers,201816LAChargersBaltimore
605,1210,2018,16,True,TampaBay,Dallas,-7.0,46.0,Team 2,-7.0,48.0,Team 2,28%,72%,42%,58%,13%,87%,201816TampaBayDallas,201816DallasTampaBay
606,1212,2018,16,True,Buffalo,NewEngland,-10.5,45.5,Team 2,-13.5,45.0,Team 2,27%,73%,60%,40%,59%,41%,201816BuffaloNewEngland,201816NewEnglandBuffalo
607,1214,2018,16,True,Atlanta,Carolina,-3.5,50.5,Team 2,-3.0,46.5,Team 1,42%,58%,33%,67%,36%,64%,201816AtlantaCarolina,201816CarolinaAtlanta
608,1216,2018,16,True,Jacksonville,Miami,-4.0,39.5,Team 2,-3.0,39.5,Team 2,23%,77%,17%,83%,76%,24%,201816JacksonvilleMiami,201816MiamiJacksonville
609,1218,2018,16,True,NYGiants,Indianapolis,-9.5,47.0,Team 2,-9.5,48.0,Team 2,48%,52%,68%,32%,57%,43%,201816NYGiantsIndianapolis,201816IndianapolisNYGiants
610,1220,2018,16,True,Houston,Philadelphia,0.0,45.0,No Favorite,-2.0,47.0,Team 2,42%,58%,63%,37%,26%,74%,201816HoustonPhiladelphia,201816PhiladelphiaHouston
611,1222,2018,16,True,Minnesota,Detroit,-4.5,43.0,Team 1,-6.5,42.0,Team 1,63%,37%,39%,61%,57%,43%,201816MinnesotaDetroit,201816DetroitMinnesota
612,1224,2018,16,True,GreenBay,NYJets,-3.0,45.0,Team 1,-3.0,47.0,Team 1,57%,43%,60%,40%,66%,34%,201816GreenBayNYJets,201816NYJetsGreenBay
613,1226,2018,16,True,Cincinnati,Cleveland,-7.0,46.5,Team 2,-9.5,44.0,Team 2,55%,45%,57%,43%,65%,35%,201816CincinnatiCleveland,201816ClevelandCincinnati
614,1228,2018,16,True,LARams,Arizona,-15.5,47.5,Team 1,-14.0,43.5,Team 1,54%,46%,38%,62%,43%,57%,201816LARamsArizona,201816ArizonaLARams
615,1230,2018,16,True,Chicago,SanFrancisco,-4.0,43.0,Team 1,-3.5,44.0,Team 1,59%,41%,57%,43%,63%,37%,201816ChicagoSanFrancisco,201816SanFranciscoChicago
616,1232,2018,16,True,Pittsburgh,NewOrleans,-6.5,56.0,Team 2,-6.5,53.5,Team 2,33%,67%,73%,27%,78%,22%,201816PittsburghNewOrleans,201816NewOrleansPittsburgh
617,1234,2018,16,True,KansasCity,Seattle,-2.5,54.0,Team 1,-1.0,54.5,Team 1,51%,49%,64%,36%,42%,58%,201816KansasCitySeattle,201816SeattleKansasCity
618,1236,2018,16,True,Denver,Oakland,-3.0,45.0,Team 1,-2.5,42.5,Team 1,42%,58%,62%,38%,51%,49%,201816DenverOakland,201816OaklandDenver
619,1238,2018,17,True,Dallas,NYGiants,-7.0,42.5,Team 2,-7.0,38.5,Team 2,39%,61%,59%,41%,90%,10%,201817DallasNYGiants,201817NYGiantsDallas
620,1240,2018,17,True,Oakland,KansasCity,-14.5,54.0,Team 2,-14.0,53.5,Team 2,31%,69%,49%,51%,28%,72%,201817OaklandKansasCity,201817KansasCityOakland
621,1242,2018,17,True,Carolina,NewOrleans,-9.0,45.0,Team 2,-7.5,41.5,Team 2,35%,65%,35%,65%,33%,67%,201817CarolinaNewOrleans,201817NewOrleansCarolina
622,1244,2018,17,True,NYJets,NewEngland,-14.5,48.0,Team 2,-14.0,47.0,Team 2,49%,51%,35%,65%,30%,70%,201817NYJetsNewEngland,201817NewEnglandNYJets
623,1246,2018,17,True,Philadelphia,Washington,-7.5,42.5,Team 1,-6.0,42.5,Team 1,60%,40%,69%,31%,67%,33%,201817PhiladelphiaWashington,201817WashingtonPhiladelphia
624,1248,2018,17,True,Detroit,GreenBay,-9.0,44.5,Team 2,-7.5,44.5,Team 2,25%,75%,59%,41%,15%,85%,201817DetroitGreenBay,201817GreenBayDetroit
625,1250,2018,17,True,Jacksonville,Houston,-10.0,40.5,Team 2,-7.0,39.5,Team 2,29%,71%,36%,64%,14%,86%,201817JacksonvilleHouston,201817HoustonJacksonville
626,1252,2018,17,True,Cleveland,Baltimore,-7.0,41.5,Team 2,-7.0,40.5,Team 2,65%,35%,75%,25%,53%,47%,201817ClevelandBaltimore,201817BaltimoreCleveland
627,1254,2018,17,True,Atlanta,TampaBay,-1.0,49.5,Team 1,-2.5,52.0,Team 1,55%,45%,71%,29%,71%,29%,201817AtlantaTampaBay,201817TampaBayAtlanta
628,1256,2018,17,True,Miami,Buffalo,-3.5,38.0,Team 2,-5.5,39.5,Team 2,39%,61%,33%,67%,84%,16%,201817MiamiBuffalo,201817BuffaloMiami
629,1258,2018,17,True,Indianapolis,Tennessee,-2.5,44.0,Team 1,-5.0,42.5,Team 1,60%,40%,45%,55%,64%,36%,201817IndianapolisTennessee,201817TennesseeIndianapolis
630,1260,2018,17,True,Cincinnati,Pittsburgh,-17.0,48.0,Team 2,-13.5,45.5,Team 2,45%,55%,68%,32%,38%,62%,201817CincinnatiPittsburgh,201817PittsburghCincinnati
631,1262,2018,17,True,Chicago,Minnesota,-7.0,41.5,Team 2,-6.0,40.0,Team 2,44%,56%,22%,78%,53%,47%,201817ChicagoMinnesota,201817MinnesotaChicago
632,1264,2018,17,True,LAChargers,Denver,-7.0,41.5,Team 1,-7.0,43.5,Team 1,62%,38%,64%,36%,50%,50%,201817LAChargersDenver,201817DenverLAChargers
633,1266,2018,17,True,Arizona,Seattle,-14.5,39.5,Team 2,-15.0,40.0,Team 2,25%,75%,65%,35%,63%,37%,201817ArizonaSeattle,201817SeattleArizona
634,1268,2018,17,True,SanFrancisco,LARams,-7.5,50.0,Team 2,-10.5,50.0,Team 2,31%,69%,34%,66%,57%,43%,201817SanFranciscoLARams,201817LARamsSanFrancisco
635,1270,2018,18,True,Indianapolis,Houston,-2.0,47.5,Team 2,-1.5,49.0,Team 2,49%,51%,60%,40%,53%,47%,201818IndianapolisHouston,201818HoustonIndianapolis
636,1272,2018,18,True,Seattle,Dallas,-2.5,41.5,Team 2,-2.5,43.5,Team 2,48%,52%,65%,35%,41%,59%,201818SeattleDallas,201818DallasSeattle
637,1274,2018,18,True,LAChargers,Baltimore,-2.5,42.0,Team 2,-2.5,42.5,Team 2,76%,24%,64%,36%,61%,39%,201818LAChargersBaltimore,201818BaltimoreLAChargers
638,1276,2018,18,True,Philadelphia,Chicago,-6.0,42.0,Team 2,-6.5,42.0,Team 2,48%,52%,60%,40%,67%,33%,201818PhiladelphiaChicago,201818ChicagoPhiladelphia
639,1278,2018,19,True,Indianapolis,KansasCity,-4.5,56.0,Team 2,-4.5,55.0,Team 2,55%,45%,52%,48%,58%,42%,201819IndianapolisKansasCity,201819KansasCityIndianapolis
640,1280,2018,19,True,Dallas,LARams,-7.0,49.0,Team 2,-7.0,48.0,Team 2,47%,53%,63%,37%,80%,20%,201819DallasLARams,201819LARamsDallas
641,1282,2018,19,True,LAChargers,NewEngland,-4.5,47.0,Team 2,-4.0,47.5,Team 2,50%,50%,66%,34%,60%,40%,201819LAChargersNewEngland,201819NewEnglandLAChargers
642,1284,2018,19,True,Philadelphia,NewOrleans,-8.0,51.0,Team 2,-8.5,52.5,Team 2,43%,57%,78%,22%,59%,41%,201819PhiladelphiaNewOrleans,201819NewOrleansPhiladelphia
643,1286,2018,20,True,LARams,NewOrleans,-3.5,57.0,Team 2,-3.0,55.0,Team 2,51%,49%,45%,55%,46%,54%,201820LARamsNewOrleans,201820NewOrleansLARams
644,1288,2018,20,True,NewEngland,KansasCity,-3.0,58.0,Team 2,-3.0,56.5,Team 2,41%,59%,55%,45%,61%,39%,201820NewEnglandKansasCity,201820KansasCityNewEngland
645,1290,2018,21,True,AFC,NFC,0.0,59.5,No Favorite,0.0,55.0,No Favorite,54%,46%,78%,22%,85%,15%,201821AFCNFC,201821NFCAFC
646,1292,2018,22,True,NewEngland,LARams,0.0,57.5,No Favorite,-2.5,56.0,Team 1,64%,36%,55%,45%,63%,37%,201822NewEnglandLARams,201822LARamsNewEngland
647,1294,2017,1,True,KansasCity,NewEngland,-8.0,50.0,Team 2,-8.0,48.0,Team 2,37%,63%,59%,41%,27%,73%,20171KansasCityNewEngland,20171NewEnglandKansasCity
648,1296,2017,1,True,NYJets,Buffalo,-6.5,42.0,Team 2,-7.5,41.5,Team 2,40%,60%,51%,49%,77%,23%,20171NYJetsBuffalo,20171BuffaloNYJets
649,1298,2017,1,True,Atlanta,Chicago,-6.0,51.0,Team 1,-7.0,48.0,Team 1,78%,22%,51%,49%,81%,19%,20171AtlantaChicago,20171ChicagoAtlanta
650,1300,2017,1,True,Jacksonville,Houston,-4.5,42.0,Team 2,-6.0,38.0,Team 2,26%,74%,57%,43%,28%,72%,20171JacksonvilleHouston,20171HoustonJacksonville
651,1302,2017,1,True,Philadelphia,Washington,-2.5,48.0,Team 2,-1.0,49.5,Team 1,62%,38%,83%,17%,54%,46%,20171PhiladelphiaWashington,20171WashingtonPhiladelphia
652,1304,2017,1,True,Arizona,Detroit,-2.5,49.5,Team 2,-2.0,48.5,Team 1,66%,34%,82%,18%,42%,58%,20171ArizonaDetroit,20171DetroitArizona
653,1306,2017,1,True,Oakland,Tennessee,-1.0,53.0,Team 1,-2.5,50.5,Team 2,59%,41%,83%,17%,74%,26%,20171OaklandTennessee,20171TennesseeOakland
654,1308,2017,1,True,TampaBay,Miami,-2.0,48.0,Team 2,-2.5,41.5,Team 1,65%,35%,34%,66%,42%,58%,20171TampaBayMiami,20171MiamiTampaBay
655,1310,2017,1,True,Baltimore,Cincinnati,-1.0,44.0,Team 2,-3.0,41.5,Team 2,32%,68%,67%,33%,40%,60%,20171BaltimoreCincinnati,20171CincinnatiBaltimore
656,1312,2017,1,True,Pittsburgh,Cleveland,-9.5,47.5,Team 1,-10.0,47.0,Team 1,69%,31%,37%,63%,62%,38%,20171PittsburghCleveland,20171ClevelandPittsburgh
657,1314,2017,1,True,Indianapolis,LARams,-3.5,48.0,Team 1,-3.5,41.5,Team 2,22%,78%,42%,58%,38%,62%,20171IndianapolisLARams,20171LARamsIndianapolis
658,1316,2017,1,True,Seattle,GreenBay,-3.0,50.5,Team 2,-3.0,50.0,Team 2,31%,69%,67%,33%,49%,51%,20171SeattleGreenBay,20171GreenBaySeattle
659,1318,2017,1,True,Carolina,SanFrancisco,-4.0,49.0,Team 1,-5.0,45.0,Team 1,77%,23%,56%,44%,64%,36%,20171CarolinaSanFrancisco,20171SanFranciscoCarolina
660,1320,2017,1,True,NYGiants,Dallas,-6.0,50.5,Team 2,-6.0,46.5,Team 2,46%,54%,69%,31%,64%,36%,20171NYGiantsDallas,20171DallasNYGiants
661,1322,2017,1,True,NewOrleans,Minnesota,-3.5,48.5,Team 2,-3.0,47.5,Team 2,50%,50%,60%,40%,65%,35%,20171NewOrleansMinnesota,20171MinnesotaNewOrleans
662,1324,2017,1,True,LAChargers,Denver,-4.0,44.5,Team 2,-3.0,41.5,Team 2,46%,54%,53%,47%,62%,38%,20171LAChargersDenver,20171DenverLAChargers
663,1326,2017,2,True,Houston,Cincinnati,,,Team 1,-5.5,38.5,Team 2,49%,51%,57%,43%,59%,41%,20172HoustonCincinnati,20172CincinnatiHouston
664,1328,2017,2,True,Tennessee,Jacksonville,,,Team 1,-1.5,41.5,Team 1,76%,24%,71%,29%,47%,53%,20172TennesseeJacksonville,20172JacksonvilleTennessee
665,1330,2017,2,True,Cleveland,Baltimore,-7.5,41.0,Team 2,-7.5,39.5,Team 2,45%,55%,29%,71%,24%,76%,20172ClevelandBaltimore,20172BaltimoreCleveland
666,1332,2017,2,True,Buffalo,Carolina,-7.5,42.0,Team 2,-6.5,43.5,Team 2,35%,65%,66%,34%,57%,43%,20172BuffaloCarolina,20172CarolinaBuffalo
667,1334,2017,2,True,NewEngland,NewOrleans,-6.0,53.5,Team 1,-6.0,55.0,Team 1,74%,26%,82%,18%,76%,24%,20172NewEnglandNewOrleans,20172NewOrleansNewEngland
668,1336,2017,2,True,Arizona,Indianapolis,-7.5,44.5,Team 1,-7.0,44.0,Team 1,75%,25%,35%,65%,42%,58%,20172ArizonaIndianapolis,20172IndianapolisArizona
669,1338,2017,2,True,Philadelphia,KansasCity,-4.5,47.5,Team 2,-4.5,47.0,Team 2,40%,60%,76%,24%,53%,47%,20172PhiladelphiaKansasCity,20172KansasCityPhiladelphia
670,1340,2017,2,True,Minnesota,Pittsburgh,-7.0,45.0,Team 2,-8.5,43.0,Team 2,44%,56%,51%,49%,38%,62%,20172MinnesotaPittsburgh,20172PittsburghMinnesota
671,1342,2017,2,True,Chicago,TampaBay,,,Team 1,-7.0,44.0,Team 2,36%,64%,65%,35%,58%,42%,20172ChicagoTampaBay,20172TampaBayChicago
672,1344,2017,2,True,Miami,LAChargers,-4.0,44.5,Team 2,-3.5,46.5,Team 2,44%,56%,77%,23%,37%,63%,20172MiamiLAChargers,20172LAChargersMiami
673,1346,2017,2,True,NYJets,Oakland,-14.0,43.5,Team 2,-14.0,43.5,Team 2,20%,80%,54%,46%,39%,61%,20172NYJetsOakland,20172OaklandNYJets
674,1348,2017,2,True,Washington,LARams,-2.5,46.0,Team 2,-3.0,46.5,Team 2,59%,41%,49%,51%,82%,18%,20172WashingtonLARams,20172LARamsWashington
675,1350,2017,2,True,Dallas,Denver,,,Team 1,-2.5,44.0,Team 1,77%,23%,58%,42%,66%,34%,20172DallasDenver,20172DenverDallas
676,1352,2017,2,True,SanFrancisco,Seattle,,,Team 1,-13.5,41.0,Team 2,22%,78%,36%,64%,42%,58%,20172SanFranciscoSeattle,20172SeattleSanFrancisco
677,1354,2017,2,True,GreenBay,Atlanta,-2.0,53.5,Team 2,-3.0,55.0,Team 2,42%,58%,71%,29%,60%,40%,20172GreenBayAtlanta,20172AtlantaGreenBay
678,1356,2017,2,True,Detroit,NYGiants,-4.5,43.5,Team 2,-3.0,42.5,Team 2,43%,57%,72%,28%,50%,50%,20172DetroitNYGiants,20172NYGiantsDetroit
679,1358,2017,3,True,LARams,SanFrancisco,-3.0,42.0,Team 1,-3.0,40.0,Team 1,70%,30%,38%,62%,59%,41%,20173LARamsSanFrancisco,20173SanFranciscoLARams
680,1360,2017,3,True,Baltimore,Jacksonville,-4.5,40.5,Team 1,-3.0,38.5,Team 1,73%,27%,53%,47%,64%,36%,20173BaltimoreJacksonville,20173JacksonvilleBaltimore
681,1362,2017,3,True,Cleveland,Indianapolis,,,Team 1,-1.0,42.0,Team 1,47%,53%,54%,46%,39%,61%,20173ClevelandIndianapolis,20173IndianapolisCleveland
682,1364,2017,3,True,Pittsburgh,Chicago,-7.5,45.5,Team 1,-7.0,43.5,Team 1,66%,34%,59%,41%,83%,17%,20173PittsburghChicago,20173ChicagoPittsburgh
683,1366,2017,3,True,Miami,NYJets,-6.5,41.5,Team 1,-5.5,43.0,Team 1,60%,40%,60%,40%,57%,43%,20173MiamiNYJets,20173NYJetsMiami
684,1368,2017,3,True,Denver,Buffalo,,,Team 1,-3.5,39.5,Team 1,74%,26%,33%,67%,65%,35%,20173DenverBuffalo,20173BuffaloDenver
685,1370,2017,3,True,Houston,NewEngland,-13.0,43.5,Team 2,-13.5,44.5,Team 2,25%,75%,71%,29%,48%,52%,20173HoustonNewEngland,20173NewEnglandHouston
686,1372,2017,3,True,NewOrleans,Carolina,-6.0,49.0,Team 2,-5.5,46.5,Team 2,56%,44%,71%,29%,73%,27%,20173NewOrleansCarolina,20173CarolinaNewOrleans
687,1374,2017,3,True,TampaBay,Minnesota,0.0,41.0,No Favorite,-1.0,41.0,Team 1,77%,23%,53%,47%,62%,38%,20173TampaBayMinnesota,20173MinnesotaTampaBay
688,1376,2017,3,True,Atlanta,Detroit,,,Team 1,-3.0,51.0,Team 1,70%,30%,85%,15%,54%,46%,20173AtlantaDetroit,20173DetroitAtlanta
689,1378,2017,3,True,NYGiants,Philadelphia,,,Team 1,-5.5,42.5,Team 2,46%,54%,64%,36%,68%,32%,20173NYGiantsPhiladelphia,20173PhiladelphiaNYGiants
690,1380,2017,3,True,Seattle,Tennessee,-1.0,43.5,Team 2,-2.5,41.5,Team 2,49%,51%,56%,44%,53%,47%,20173SeattleTennessee,20173TennesseeSeattle
691,1382,2017,3,True,KansasCity,LAChargers,-3.0,45.5,Team 1,-3.0,48.0,Team 1,62%,38%,79%,21%,37%,63%,20173KansasCityLAChargers,20173LAChargersKansasCity
692,1384,2017,3,True,Cincinnati,GreenBay,,,Team 1,-7.0,47.5,Team 2,18%,82%,70%,30%,25%,75%,20173CincinnatiGreenBay,20173GreenBayCincinnati
693,1386,2017,3,True,Oakland,Washington,,,Team 1,-3.5,53.5,Team 1,69%,31%,64%,36%,68%,32%,20173OaklandWashington,20173WashingtonOakland
694,1388,2017,3,True,Dallas,Arizona,-3.5,47.5,Team 1,-3.0,46.5,Team 1,64%,36%,67%,33%,64%,36%,20173DallasArizona,20173ArizonaDallas
695,1390,2017,4,True,Chicago,GreenBay,-7.5,45.5,Team 2,-7.0,44.5,Team 2,33%,67%,67%,33%,28%,72%,20174ChicagoGreenBay,20174GreenBayChicago
696,1392,2017,4,True,NewOrleans,Miami,,,Team 1,-4.0,52.0,Team 1,69%,31%,62%,38%,62%,38%,20174NewOrleansMiami,20174MiamiNewOrleans
697,1394,2017,4,True,Carolina,NewEngland,,,Team 1,-9.5,48.0,Team 2,26%,74%,82%,18%,37%,63%,20174CarolinaNewEngland,20174NewEnglandCarolina
698,1396,2017,4,True,LARams,Dallas,,,Team 1,-5.5,50.5,Team 2,42%,58%,67%,33%,29%,71%,20174LARamsDallas,20174DallasLARams
699,1398,2017,4,True,Detroit,Minnesota,0.0,43.5,No Favorite,-2.5,43.5,Team 2,45%,55%,81%,19%,66%,34%,20174DetroitMinnesota,20174MinnesotaDetroit
700,1400,2017,4,True,Tennessee,Houston,-1.0,44.0,Team 1,-2.5,43.0,Team 1,64%,36%,71%,29%,57%,43%,20174TennesseeHouston,20174HoustonTennessee
701,1402,2017,4,True,Jacksonville,NYJets,-4.0,39.5,Team 1,-4.0,38.5,Team 1,76%,24%,62%,38%,62%,38%,20174JacksonvilleNYJets,20174NYJetsJacksonville
702,1404,2017,4,True,Cincinnati,Cleveland,,,Team 1,-3.5,41.5,Team 1,73%,27%,78%,22%,70%,30%,20174CincinnatiCleveland,20174ClevelandCincinnati
703,1406,2017,4,True,Pittsburgh,Baltimore,,,Team 1,-3.5,42.0,Team 1,54%,46%,51%,49%,67%,33%,20174PittsburghBaltimore,20174BaltimorePittsburgh
704,1408,2017,4,True,Buffalo,Atlanta,-9.5,49.0,Team 2,-8.0,48.5,Team 2,35%,65%,71%,29%,47%,53%,20174BuffaloAtlanta,20174AtlantaBuffalo
705,1410,2017,4,True,NYGiants,TampaBay,,,Team 1,-2.5,45.5,Team 2,55%,45%,83%,17%,78%,22%,20174NYGiantsTampaBay,20174TampaBayNYGiants
706,1412,2017,4,True,Philadelphia,LAChargers,,,Team 1,-2.0,48.0,Team 2,48%,52%,84%,16%,44%,56%,20174PhiladelphiaLAChargers,20174LAChargersPhiladelphia
707,1414,2017,4,True,SanFrancisco,Arizona,,,Team 1,-6.5,43.5,Team 2,33%,67%,71%,29%,25%,75%,20174SanFranciscoArizona,20174ArizonaSanFrancisco
708,1416,2017,4,True,Oakland,Denver,0.0,47.0,No Favorite,-3.5,44.0,Team 2,36%,64%,71%,29%,45%,55%,20174OaklandDenver,20174DenverOakland
709,1418,2017,4,True,Indianapolis,Seattle,,,Team 1,-12.5,41.5,Team 2,38%,62%,53%,47%,48%,52%,20174IndianapolisSeattle,20174SeattleIndianapolis
710,1420,2017,4,True,Washington,KansasCity,-9.0,49.0,Team 2,-6.5,47.5,Team 2,38%,62%,48%,52%,44%,56%,20174WashingtonKansasCity,20174KansasCityWashington
711,1422,2017,5,True,NewEngland,TampaBay,-4.0,54.0,Team 1,-4.0,54.5,Team 1,71%,29%,76%,24%,66%,34%,20175NewEnglandTampaBay,20175TampaBayNewEngland
712,1424,2017,5,True,LAChargers,NYGiants,-4.0,44.5,Team 2,-3.0,45.5,Team 2,40%,60%,58%,42%,44%,56%,20175LAChargersNYGiants,20175NYGiantsLAChargers
713,1426,2017,5,True,Buffalo,Cincinnati,-3.5,39.0,Team 2,-3.0,39.0,Team 2,48%,52%,51%,49%,60%,40%,20175BuffaloCincinnati,20175CincinnatiBuffalo
714,1428,2017,5,True,NYJets,Cleveland,-2.5,39.0,Team 2,-1.5,41.5,Team 1,56%,44%,43%,57%,66%,34%,20175NYJetsCleveland,20175ClevelandNYJets
715,1430,2017,5,True,Jacksonville,Pittsburgh,-9.0,44.5,Team 2,-7.5,41.5,Team 2,36%,64%,63%,37%,17%,83%,20175JacksonvillePittsburgh,20175PittsburghJacksonville
716,1432,2017,5,True,Tennessee,Miami,-2.5,43.5,Team 1,-1.0,41.5,Team 2,28%,72%,60%,40%,34%,66%,20175TennesseeMiami,20175MiamiTennessee
717,1434,2017,5,True,SanFrancisco,Indianapolis,-2.5,43.0,Team 2,-1.5,44.0,Team 2,44%,56%,75%,25%,58%,42%,20175SanFranciscoIndianapolis,20175IndianapolisSanFrancisco
718,1436,2017,5,True,Arizona,Philadelphia,-6.5,45.0,Team 2,-6.5,45.0,Team 2,34%,66%,63%,37%,52%,48%,20175ArizonaPhiladelphia,20175PhiladelphiaArizona
719,1438,2017,5,True,Carolina,Detroit,-3.0,43.5,Team 2,-2.0,42.0,Team 2,32%,68%,79%,21%,22%,78%,20175CarolinaDetroit,20175DetroitCarolina
720,1440,2017,5,True,Seattle,LARams,0.0,46.0,No Favorite,-2.0,47.0,Team 2,52%,48%,40%,60%,53%,47%,20175SeattleLARams,20175LARamsSeattle
721,1442,2017,5,True,Baltimore,Oakland,-4.0,40.0,Team 2,-3.0,40.5,Team 2,49%,51%,49%,51%,46%,54%,20175BaltimoreOakland,20175OaklandBaltimore
722,1444,2017,5,True,GreenBay,Dallas,-2.5,53.0,Team 2,-2.5,52.5,Team 2,59%,41%,80%,20%,75%,25%,20175GreenBayDallas,20175DallasGreenBay
723,1446,2017,5,True,KansasCity,Houston,-1.5,47.0,Team 1,-2.0,45.0,Team 1,62%,38%,76%,24%,55%,45%,20175KansasCityHouston,20175HoustonKansasCity
724,1448,2017,5,True,Minnesota,Chicago,-3.0,40.5,Team 1,-3.5,41.0,Team 1,69%,31%,51%,49%,61%,39%,20175MinnesotaChicago,20175ChicagoMinnesota
725,1450,2017,6,True,Philadelphia,Carolina,,,Team 1,-3.0,44.0,Team 2,39%,61%,79%,21%,48%,52%,20176PhiladelphiaCarolina,20176CarolinaPhiladelphia
726,1452,2017,6,True,Cleveland,Houston,-12.0,44.0,Team 2,-7.5,46.0,Team 2,32%,68%,68%,32%,26%,74%,20176ClevelandHouston,20176HoustonCleveland
727,1454,2017,6,True,NewEngland,NYJets,-9.5,47.0,Team 1,-9.5,48.5,Team 1,70%,30%,60%,40%,73%,27%,20176NewEnglandNYJets,20176NYJetsNewEngland
728,1456,2017,6,True,Miami,Atlanta,-9.5,47.5,Team 2,-13.5,46.0,Team 2,40%,60%,62%,38%,40%,60%,20176MiamiAtlanta,20176AtlantaMiami
729,1458,2017,6,True,Detroit,NewOrleans,-4.0,51.0,Team 2,-5.5,50.5,Team 2,57%,43%,74%,26%,74%,26%,20176DetroitNewOrleans,20176NewOrleansDetroit
730,1460,2017,6,True,GreenBay,Minnesota,-3.5,47.0,Team 1,-3.0,46.0,Team 1,74%,26%,52%,48%,59%,41%,20176GreenBayMinnesota,20176MinnesotaGreenBay
731,1462,2017,6,True,Chicago,Baltimore,-7.0,41.5,Team 2,-5.5,39.5,Team 2,45%,55%,58%,42%,42%,58%,20176ChicagoBaltimore,20176BaltimoreChicago
732,1464,2017,6,True,SanFrancisco,Washington,-9.0,46.5,Team 2,-11.0,46.5,Team 2,52%,48%,68%,32%,41%,59%,20176SanFranciscoWashington,20176WashingtonSanFrancisco
733,1466,2017,6,True,LARams,Jacksonville,-2.5,43.5,Team 2,-1.0,42.0,Team 2,45%,55%,82%,18%,72%,28%,20176LARamsJacksonville,20176JacksonvilleLARams
734,1468,2017,6,True,TampaBay,Arizona,-1.0,44.5,Team 2,-2.5,47.0,Team 1,55%,45%,85%,15%,62%,38%,20176TampaBayArizona,20176ArizonaTampaBay
735,1470,2017,6,True,Pittsburgh,KansasCity,-3.0,47.0,Team 2,-3.5,46.0,Team 2,39%,61%,79%,21%,68%,32%,20176PittsburghKansasCity,20176KansasCityPittsburgh
736,1472,2017,6,True,LAChargers,Oakland,-4.0,50.5,Team 2,-3.0,48.0,Team 2,27%,73%,62%,38%,33%,67%,20176LAChargersOakland,20176OaklandLAChargers
737,1474,2017,6,True,NYGiants,Denver,-9.5,40.5,Team 2,-13.5,37.5,Team 2,42%,58%,66%,34%,58%,42%,20176NYGiantsDenver,20176DenverNYGiants
738,1476,2017,6,True,Indianapolis,Tennessee,-7.5,49.0,Team 2,-7.0,46.5,Team 2,42%,58%,62%,38%,55%,45%,20176IndianapolisTennessee,20176TennesseeIndianapolis
739,1478,2017,7,True,KansasCity,Oakland,-3.0,47.5,Team 1,-3.0,46.5,Team 1,71%,29%,59%,41%,52%,48%,20177KansasCityOakland,20177OaklandKansasCity
740,1480,2017,7,True,Tennessee,Cleveland,-7.0,46.5,Team 1,-6.0,42.5,Team 1,65%,35%,53%,47%,58%,42%,20177TennesseeCleveland,20177ClevelandTennessee
741,1482,2017,7,True,Jacksonville,Indianapolis,-3.0,44.0,Team 1,-3.0,41.5,Team 1,57%,43%,62%,38%,41%,59%,20177JacksonvilleIndianapolis,20177IndianapolisJacksonville
742,1484,2017,7,True,Cincinnati,Pittsburgh,-6.0,41.0,Team 2,-4.0,40.0,Team 2,35%,65%,70%,30%,23%,77%,20177CincinnatiPittsburgh,20177PittsburghCincinnati
743,1486,2017,7,True,Baltimore,Minnesota,-5.0,39.5,Team 2,-5.0,38.0,Team 2,40%,60%,39%,61%,38%,62%,20177BaltimoreMinnesota,20177MinnesotaBaltimore
744,1488,2017,7,True,NYJets,Miami,-3.5,38.5,Team 2,-3.0,39.5,Team 2,36%,64%,64%,36%,65%,35%,20177NYJetsMiami,20177MiamiNYJets
745,1490,2017,7,True,TampaBay,Buffalo,-3.0,44.0,Team 2,-3.0,46.0,Team 2,25%,75%,26%,74%,36%,64%,20177TampaBayBuffalo,20177BuffaloTampaBay
